timestamp,game id,round,entrant1 weapon,entrant1 damage,entrant2 weapon,entrant2 damage,winner
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,21,Dagger,0,Club,4,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,22,Dagger,5,Club,7,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,23,Dagger,5,Club,5,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,24,Dagger,4,Club,3,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,25,Dagger,6,Club,4,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,1,Dagger,4,Club,8,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,2,Dagger,7,Club,2,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,3,Dagger,0,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,4,Dagger,4,Club,7,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,5,Dagger,8,Club,4,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,6,Dagger,2,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,7,Dagger,0,Club,1,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,8,Dagger,4,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,9,Dagger,3,Club,6,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,10,Dagger,4,Club,8,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,11,Dagger,5,Club,4,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,12,Dagger,3,Club,1,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,13,Dagger,6,Club,9,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,14,Dagger,0,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,15,Dagger,0,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,16,Dagger,4,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,17,Dagger,3,Club,8,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,18,Dagger,0,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,19,Dagger,4,Club,4,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,20,Dagger,1,Club,10,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,21,Dagger,7,Club,6,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,22,Dagger,3,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,23,Dagger,5,Club,3,Juan
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,1,Greatsword,18,Piano,21,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,2,Greatsword,0,Piano,0,Raymond
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,3,Greatsword,0,Piano,22,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,4,Greatsword,24,Piano,19,Raymond
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,5,Greatsword,0,Piano,2,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,6,Greatsword,2,Piano,9,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,7,Greatsword,2,Piano,15,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,8,Greatsword,14,Piano,33,Charlie
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,1,Dagger,8,Club,5,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,2,Dagger,4,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,3,Dagger,7,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,4,Dagger,4,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,5,Dagger,11,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,6,Dagger,0,Club,6,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,7,Dagger,9,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,8,Dagger,8,Club,5,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,9,Dagger,8,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,10,Dagger,5,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,11,Dagger,1,Club,3,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,12,Dagger,4,Club,5,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,13,Dagger,5,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,14,Dagger,2,Club,6,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,15,Dagger,6,Club,2,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,16,Dagger,7,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,17,Dagger,2,Club,2,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,18,Dagger,12,Club,0,Daylen
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,1,Greatsword,12,Greatsword,14,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,2,Greatsword,10,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,3,Greatsword,14,Greatsword,3,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,4,Greatsword,0,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,5,Greatsword,9,Greatsword,9,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,6,Greatsword,1,Greatsword,4,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,7,Greatsword,6,Greatsword,4,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,8,Greatsword,4,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,9,Greatsword,14,Greatsword,9,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,10,Greatsword,0,Greatsword,14,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,11,Greatsword,8,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,12,Greatsword,10,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,13,Greatsword,0,Greatsword,8,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,14,Greatsword,9,Greatsword,3,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,15,Greatsword,15,Greatsword,15,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,1,Shortsword,0,Dagger,2,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,2,Shortsword,20,Dagger,0,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,3,Shortsword,9,Dagger,1,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,4,Shortsword,3,Dagger,8,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,5,Shortsword,10,Dagger,5,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,6,Shortsword,0,Dagger,5,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,7,Shortsword,15,Dagger,2,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,8,Shortsword,10,Dagger,3,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,9,Shortsword,10,Dagger,8,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,10,Shortsword,10,Dagger,0,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,11,Shortsword,3,Dagger,0,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,12,Shortsword,1,Dagger,3,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,13,Shortsword,1,Dagger,5,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,14,Shortsword,9,Dagger,10,Charlie
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,1,Club,4,Greatsword,3,Raymond
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,2,Club,4,Greatsword,7,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,3,Club,1,Greatsword,15,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,4,Club,4,Greatsword,15,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,5,Club,1,Greatsword,8,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,6,Club,2,Greatsword,4,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,7,Club,2,Greatsword,0,Raymond
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,8,Club,5,Greatsword,21,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,9,Club,0,Greatsword,11,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,10,Club,3,Greatsword,10,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,11,Club,3,Greatsword,15,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,1,Club,4,Dagger,9,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,2,Club,5,Dagger,3,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,3,Club,3,Dagger,1,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,4,Club,2,Dagger,1,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,5,Club,0,Dagger,6,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,6,Club,0,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,7,Club,3,Dagger,6,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,8,Club,0,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,9,Club,5,Dagger,5,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,10,Club,0,Dagger,9,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,11,Club,0,Dagger,3,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,12,Club,1,Dagger,6,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,13,Club,3,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,14,Club,0,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,15,Club,2,Dagger,0,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,16,Club,6,Dagger,4,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,17,Club,5,Dagger,2,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,18,Club,5,Dagger,5,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,19,Club,1,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,20,Club,2,Dagger,0,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,21,Club,4,Dagger,9,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,22,Club,4,Dagger,7,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,23,Club,3,Dagger,2,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,24,Club,3,Dagger,3,Raymond
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,1,Greatsword,0,Dagger,0,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,2,Greatsword,15,Dagger,3,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,3,Greatsword,0,Dagger,1,Charlie
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,4,Greatsword,3,Dagger,3,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,5,Greatsword,0,Dagger,0,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,6,Greatsword,21,Dagger,0,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,7,Greatsword,0,Dagger,1,Charlie
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,8,Greatsword,16,Dagger,6,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,9,Greatsword,10,Dagger,2,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,10,Greatsword,1,Dagger,5,Charlie
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,11,Greatsword,0,Dagger,4,Charlie
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,12,Greatsword,14,Dagger,5,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,13,Greatsword,14,Dagger,4,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,14,Greatsword,6,Dagger,8,Charlie
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,1,Dagger,4,Piano,17,Juan
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,2,Dagger,3,Piano,7,Juan
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,3,Dagger,0,Piano,0,Charlie
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,4,Dagger,0,Piano,23,Juan
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,5,Dagger,3,Piano,6,Juan
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,6,Dagger,5,Piano,23,Juan
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,7,Dagger,2,Piano,0,Charlie
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,8,Dagger,2,Piano,18,Juan
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,9,Dagger,3,Piano,5,Juan
2026-04-19 08:39:51,c7493d06-0185-4d52-ae8d-bde4cc438ea7,10,Dagger,0,Piano,8,Juan
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,1,Club,7,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,2,Club,0,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,3,Club,2,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,4,Club,0,Dagger,9,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,5,Club,5,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,6,Club,2,Dagger,4,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,7,Club,3,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,8,Club,6,Dagger,6,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,9,Club,8,Dagger,4,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,10,Club,6,Dagger,8,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,11,Club,4,Dagger,1,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,12,Club,4,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,13,Club,4,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,14,Club,3,Dagger,4,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,15,Club,1,Dagger,4,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,16,Club,3,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,17,Club,2,Dagger,2,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,18,Club,2,Dagger,1,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,19,Club,7,Dagger,2,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,20,Club,2,Dagger,2,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,21,Club,6,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,22,Club,0,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,23,Club,1,Dagger,2,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,24,Club,6,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,25,Club,0,Dagger,1,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,26,Club,3,Dagger,7,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,27,Club,0,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,28,Club,4,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,29,Club,0,Dagger,4,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,30,Club,5,Dagger,7,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,31,Club,5,Dagger,0,Charlie
